time	open	high	low	close	volume	dateTime
764208000000	0.3247768	0.3258928	0.2924107	0.2924107	1237756800	1994-03-21T15:00:00.000-05:00
764812800000	0.2946428	0.3035714	0.28125	0.296875	874977600	1994-03-28T15:00:00.000-05:00
765417600000	0.2879464	0.3058036	0.2834822	0.2991072	649510400	1994-04-04T16:00:00.000-04:00
766022400000	0.2991072	0.2991072	0.2678572	0.2700893	887140800	1994-04-11T16:00:00.000-04:00
766627200000	0.2723214	0.2857143	0.2410714	0.265625	1786758400	1994-04-18T16:00:00.000-04:00
767232000000	0.265625	0.28125	0.2633928	0.2678572	718726400	1994-04-25T16:00:00.000-04:00
767836800000	0.2678572	0.3013393	0.2633928	0.2885047	1096390400	1994-05-02T16:00:00.000-04:00
768441600000	0.2879464	0.2901786	0.2611607	0.2678572	632553600	1994-05-09T16:00:00.000-04:00
769046400000	0.2678572	0.2901786	0.2566964	0.2773439	811081600	1994-05-16T16:00:00.000-04:00
769651200000	0.2767857	0.2834822	0.2633928	0.2672993	564233600	1994-05-23T16:00:00.000-04:00
770256000000	0.2633928	0.2633928	0.2388393	0.2466518	1381766400	1994-05-30T16:00:00.000-04:00
770860800000	0.2455357	0.2477678	0.2276786	0.2366072	976707200	1994-06-06T16:00:00.000-04:00
771465600000	0.2354911	0.25	0.2310268	0.2366072	849452800	1994-06-13T16:00:00.000-04:00
772070400000	0.234375	0.2433036	0.2209822	0.2286553	1053785600	1994-06-20T16:00:00.000-04:00
772675200000	0.2254464	0.2421875	0.2198661	0.2299107	846753600	1994-06-27T16:00:00.000-04:00
773280000000	0.2287947	0.2466518	0.2276786	0.2416297	561612800	1994-07-04T16:00:00.000-04:00
773884800000	0.2421875	0.2700893	0.2354911	0.2522322	1074628800	1994-07-11T16:00:00.000-04:00
774489600000	0.2511161	0.2854353	0.2354911	0.2767857	1486217600	1994-07-18T16:00:00.000-04:00
775094400000	0.2779018	0.3035714	0.2734375	0.3007814	1546328000	1994-07-25T16:00:00.000-04:00
775699200000	0.3002232	0.3013393	0.2868303	0.296875	997449600	1994-08-01T16:00:00.000-04:00
776304000000	0.2957589	0.3136161	0.2946428	0.3102678	951182400	1994-08-08T16:00:00.000-04:00
776908800000	0.3102678	0.3158482	0.3035714	0.3113839	898800000	1994-08-15T16:00:00.000-04:00
777513600000	0.3102678	0.3247768	0.3058036	0.3191964	1041443200	1994-08-22T16:00:00.000-04:00
778118400000	0.3191964	0.3337053	0.3091518	0.3158482	991614400	1994-08-29T16:00:00.000-04:00
778723200000	0.3147322	0.3270089	0.3125	0.3191964	611396800	1994-09-05T16:00:00.000-04:00
779328000000	0.3180803	0.3325893	0.3125	0.3247768	916955200	1994-09-12T16:00:00.000-04:00
779932800000	0.3247768	0.328125	0.3002232	0.3030136	885561600	1994-09-19T16:00:00.000-04:00
780537600000	0.3024553	0.3080357	0.2979911	0.3007814	513139200	1994-09-26T16:00:00.000-04:00
781142400000	0.3002232	0.3404018	0.2901786	0.3303572	1893091200	1994-10-03T16:00:00.000-04:00
781747200000	0.3314732	0.3828125	0.3303572	0.3671875	2664390400	1994-10-10T16:00:00.000-04:00
782352000000	0.3649553	0.3816964	0.3470982	0.3805803	1664611200	1994-10-17T16:00:00.000-04:00
782956800000	0.3816964	0.390625	0.3705357	0.3761161	1135489600	1994-10-24T16:00:00.000-04:00
783561600000	0.375	0.3882532	0.3571428	0.3604911	1095315200	1994-10-31T15:00:00.000-05:00
784166400000	0.3604911	0.3839286	0.3582589	0.3671875	1083600000	1994-11-07T15:00:00.000-05:00
784771200000	0.3683036	0.3839286	0.3537947	0.3571428	792120000	1994-11-14T15:00:00.000-05:00
785376000000	0.3571428	0.359375	0.3247768	0.3370536	838969600	1994-11-21T15:00:00.000-05:00
785980800000	0.3359375	0.3515625	0.3180803	0.3264511	1076420800	1994-11-28T15:00:00.000-05:00
786585600000	0.3258928	0.3426339	0.3102678	0.3236607	986249600	1994-12-05T15:00:00.000-05:00
787190400000	0.3247768	0.3426339	0.3169643	0.3325893	1062084800	1994-12-12T15:00:00.000-05:00
787795200000	0.3325893	0.3515625	0.3325893	0.3470982	892371200	1994-12-19T15:00:00.000-05:00
788400000000	0.3504464	0.3560268	0.3415178	0.3482143	365512000	1994-12-26T15:00:00.000-05:00
789004800000	0.3470982	0.3850447	0.3381697	0.375	1412812800	1995-01-02T15:00:00.000-05:00
789609600000	0.3716518	0.4291298	0.3660714	0.4006697	2665857600	1995-01-09T15:00:00.000-05:00
790214400000	0.4006697	0.4196428	0.3794643	0.3805803	1961400000	1995-01-16T15:00:00.000-05:00
790819200000	0.3738839	0.3805803	0.3482143	0.3560268	1678667200	1995-01-23T15:00:00.000-05:00
791424000000	0.3582589	0.3761161	0.3560268	0.3616072	1124524800	1995-01-30T15:00:00.000-05:00
792028800000	0.3638393	0.3945314	0.3526786	0.390625	1673851200	1995-02-06T15:00:00.000-05:00
792633600000	0.3883928	0.3973214	0.3794643	0.3794643	974030400	1995-02-13T15:00:00.000-05:00
793238400000	0.3805803	0.3816964	0.34375	0.3482143	1478523200	1995-02-20T15:00:00.000-05:00
793843200000	0.3415178	0.3638393	0.3392857	0.359375	1130740800	1995-02-27T15:00:00.000-05:00
794448000000	0.3549107	0.3604911	0.3370536	0.3526786	982475200	1995-03-06T15:00:00.000-05:00
795052800000	0.3537947	0.3537947	0.3080357	0.3136161	2316966400	1995-03-13T15:00:00.000-05:00
795657600000	0.3136161	0.3526786	0.3125	0.3370536	1272611200	1995-03-20T15:00:00.000-05:00
796262400000	0.3359375	0.3359375	0.3024553	0.3147322	1786131200	1995-03-27T15:00:00.000-05:00
796867200000	0.3169643	0.3392857	0.3002232	0.328125	1865908800	1995-04-03T16:00:00.000-04:00
797472000000	0.3292411	0.3537947	0.3225447	0.3415178	981388800	1995-04-10T16:00:00.000-04:00
798076800000	0.3404018	0.3526786	0.3180803	0.3493303	1715504000	1995-04-17T16:00:00.000-04:00
798681600000	0.3482143	0.3537947	0.3325893	0.3415178	1111499200	1995-04-24T16:00:00.000-04:00
799286400000	0.3415178	0.3560268	0.3348214	0.3470982	978398400	1995-05-01T16:00:00.000-04:00
799891200000	0.3560268	0.3900672	0.3549107	0.3895089	2156548800	1995-05-08T16:00:00.000-04:00
800496000000	0.3850447	0.3962053	0.3794643	0.3816964	1683180800	1995-05-15T16:00:00.000-04:00
801100800000	0.3794643	0.3962053	0.3772322	0.3811386	1210630400	1995-05-22T16:00:00.000-04:00
801705600000	0.3805803	0.3828125	0.3660714	0.3761161	648334400	1995-05-29T16:00:00.000-04:00
802310400000	0.3783482	0.3962053	0.3761161	0.3883928	1017206400	1995-06-05T16:00:00.000-04:00
802915200000	0.3928572	0.3984375	0.3872768	0.3917411	638075200	1995-06-12T16:00:00.000-04:00
803520000000	0.3917411	0.4475448	0.3883928	0.4352678	2539958400	1995-06-19T16:00:00.000-04:00
804124800000	0.4308035	0.4330358	0.4051339	0.4146207	1034286400	1995-06-26T16:00:00.000-04:00
804729600000	0.4151786	0.4397323	0.4084822	0.4341518	787662400	1995-07-03T16:00:00.000-04:00
805334400000	0.4341518	0.4453125	0.4118303	0.4352678	1426689600	1995-07-10T16:00:00.000-04:00
805939200000	0.436384	0.4441965	0.3839286	0.390625	2090984000	1995-07-17T16:00:00.000-04:00
806544000000	0.3928572	0.4241073	0.390625	0.40625	1235718400	1995-07-24T16:00:00.000-04:00
807148800000	0.40625	0.4073661	0.3883928	0.3950893	1050817600	1995-07-31T16:00:00.000-04:00
807753600000	0.3939732	0.3984375	0.3738839	0.3844868	1168328000	1995-08-07T16:00:00.000-04:00
808358400000	0.3839286	0.40625	0.3828125	0.4006697	1265958400	1995-08-14T16:00:00.000-04:00
808963200000	0.4006697	0.4129464	0.3939732	0.3995536	1164900800	1995-08-21T16:00:00.000-04:00
809568000000	0.4006697	0.4017857	0.3794643	0.3833707	899819200	1995-08-28T16:00:00.000-04:00
810172800000	0.3883928	0.4045761	0.3816964	0.3995536	817835200	1995-09-04T16:00:00.000-04:00
810777600000	0.4006697	0.40625	0.3169643	0.3203125	2584019200	1995-09-11T16:00:00.000-04:00
811382400000	0.3247768	0.3348214	0.3203125	0.3309153	2179296000	1995-09-18T16:00:00.000-04:00
811987200000	0.3415178	0.3416575	0.3102678	0.3325893	1631952000	1995-09-25T16:00:00.000-04:00
812592000000	0.3370536	0.34375	0.3180803	0.3186386	1501707200	1995-10-02T16:00:00.000-04:00
813196800000	0.3158482	0.3292411	0.3002232	0.3214286	1502950400	1995-10-09T16:00:00.000-04:00
813801600000	0.3236607	0.3532368	0.3091518	0.3136161	2204316800	1995-10-16T16:00:00.000-04:00
814406400000	0.3136161	0.3169643	0.3046875	0.3102678	824678400	1995-10-23T16:00:00.000-04:00
815011200000	0.3113839	0.3314732	0.3091518	0.3258928	990281600	1995-10-30T15:00:00.000-05:00
815616000000	0.3258928	0.3660714	0.3247768	0.3549107	1890212800	1995-11-06T15:00:00.000-05:00
816220800000	0.359375	0.3794643	0.3526786	0.3582589	1327547200	1995-11-13T15:00:00.000-05:00
816825600000	0.359375	0.3604911	0.3381697	0.3588172	548822400	1995-11-20T15:00:00.000-05:00
817430400000	0.3627232	0.3627232	0.3314732	0.3359375	776496000	1995-11-27T15:00:00.000-05:00
818035200000	0.3582589	0.3582589	0.3381697	0.3515625	1328667200	1995-12-04T15:00:00.000-05:00
818640000000	0.3526786	0.3537947	0.3069197	0.3147322	2034491200	1995-12-11T15:00:00.000-05:00
819244800000	0.3136161	0.3147322	0.2823661	0.2879464	2030672000	1995-12-18T15:00:00.000-05:00
819849600000	0.2901786	0.2979911	0.2823661	0.2845982	962203200	1995-12-25T15:00:00.000-05:00
820454400000	0.2879464	0.3058036	0.2801339	0.3058036	1315238400	1996-01-01T15:00:00.000-05:00
821059200000	0.3080357	0.3169643	0.2879464	0.3024553	1896585600	1996-01-08T15:00:00.000-05:00
821664000000	0.3013393	0.3102678	0.2622768	0.2667411	2480016000	1996-01-15T15:00:00.000-05:00
822268800000	0.265625	0.3035714	0.2555803	0.2734375	3324876800	1996-01-22T15:00:00.000-05:00
822873600000	0.2589286	0.265625	0.2398161	0.2611607	2172520000	1996-01-29T15:00:00.000-05:00
823478400000	0.2650672	0.2678572	0.2455357	0.2477678	1374128000	1996-02-05T15:00:00.000-05:00
824083200000	0.2511161	0.2578125	0.2444197	0.2455357	864483200	1996-02-12T15:00:00.000-05:00
824688000000	0.25	0.2700893	0.25	0.2667411	956222400	1996-02-19T15:00:00.000-05:00
825292800000	0.2678572	0.2689732	0.2377232	0.2399553	799377600	1996-02-26T15:00:00.000-05:00
825897600000	0.2433036	0.2444197	0.2232143	0.2321428	814116800	1996-03-04T15:00:00.000-05:00
826502400000	0.234375	0.2354911	0.2276786	0.2310268	517585600	1996-03-11T15:00:00.000-05:00
827107200000	0.231585	0.2366072	0.2220982	0.2265625	567033600	1996-03-18T15:00:00.000-05:00
827712000000	0.2276786	0.2299107	0.2053572	0.2193082	1216880000	1996-03-25T15:00:00.000-05:00
828316800000	0.2243303	0.2310268	0.2142857	0.2154018	418364800	1996-04-01T15:00:00.000-05:00
828921600000	0.2131697	0.2366072	0.2120536	0.2276786	758374400	1996-04-08T16:00:00.000-04:00
829526400000	0.2276786	0.2321428	0.2165178	0.2237725	659948800	1996-04-15T16:00:00.000-04:00
830131200000	0.2254464	0.2276786	0.2154018	0.2209822	772676800	1996-04-22T16:00:00.000-04:00
830736000000	0.2232143	0.2232143	0.2098214	0.2131697	667184000	1996-04-29T16:00:00.000-04:00
831340800000	0.2220982	0.2444197	0.2209822	0.2433036	1038486400	1996-05-06T16:00:00.000-04:00
831945600000	0.2421875	0.2578125	0.2377232	0.2466518	930384000	1996-05-13T16:00:00.000-04:00
832550400000	0.2488839	0.2511161	0.2299107	0.2388393	638075200	1996-05-20T16:00:00.000-04:00
833155200000	0.2388393	0.2433036	0.2209822	0.2332589	587484800	1996-05-27T16:00:00.000-04:00
833760000000	0.2310268	0.2321428	0.2098214	0.2176339	2027670400	1996-06-03T16:00:00.000-04:00
834364800000	0.2176339	0.2225168	0.2131697	0.2137278	747723200	1996-06-10T16:00:00.000-04:00
834969600000	0.2154018	0.2154018	0.1997768	0.2020089	779564800	1996-06-17T16:00:00.000-04:00
835574400000	0.2020089	0.2020089	0.1752232	0.1875	1118980800	1996-06-24T16:00:00.000-04:00
836179200000	0.1886161	0.1919643	0.171875	0.1741072	615753600	1996-07-01T16:00:00.000-04:00
836784000000	0.1752232	0.1774553	0.15401785	0.1612725	1106268800	1996-07-08T16:00:00.000-04:00
837388800000	0.16183035	0.1941964	0.14285715	0.1852678	1819070400	1996-07-15T16:00:00.000-04:00
837993600000	0.1863839	0.1964286	0.1774553	0.1964286	784515200	1996-07-22T16:00:00.000-04:00
838598400000	0.1964286	0.203125	0.1886161	0.1930803	715993600	1996-07-29T16:00:00.000-04:00
839203200000	0.1930803	0.2087053	0.1852678	0.2064732	775364800	1996-08-05T16:00:00.000-04:00
839808000000	0.2087053	0.2109375	0.1975447	0.2008928	576094400	1996-08-12T16:00:00.000-04:00
840412800000	0.1997768	0.2142857	0.1997768	0.2131697	842564800	1996-08-19T16:00:00.000-04:00
841017600000	0.2131697	0.2232143	0.2098214	0.2165178	755238400	1996-08-26T16:00:00.000-04:00
841622400000	0.2154018	0.2198661	0.2020089	0.2053572	690166400	1996-09-02T16:00:00.000-04:00
842227200000	0.2020089	0.203125	0.1808036	0.1875	878684800	1996-09-09T16:00:00.000-04:00
842832000000	0.1919643	0.2154018	0.1908482	0.2042411	1075804800	1996-09-16T16:00:00.000-04:00
843436800000	0.2042411	0.2042411	0.1964286	0.1992189	483448000	1996-09-23T16:00:00.000-04:00
844041600000	0.1975447	0.2209822	0.1964286	0.2036832	1262688000	1996-09-30T16:00:00.000-04:00
844646400000	0.2053572	0.2198661	0.2042411	0.2165178	768745600	1996-10-07T16:00:00.000-04:00
845251200000	0.21875	0.2477678	0.2165178	0.2371653	2376774400	1996-10-14T16:00:00.000-04:00
845856000000	0.2366072	0.2377232	0.2165178	0.21875	723318400	1996-10-21T16:00:00.000-04:00
846460800000	0.2243303	0.2243303	0.1986607	0.2165178	982228800	1996-10-28T15:00:00.000-05:00
847065600000	0.2176339	0.234375	0.2120536	0.234375	993473600	1996-11-04T15:00:00.000-05:00
847670400000	0.2354911	0.2354911	0.2232143	0.2232143	498344000	1996-11-11T15:00:00.000-05:00
848275200000	0.2232143	0.2265625	0.2176339	0.2254464	554948800	1996-11-18T15:00:00.000-05:00
848880000000	0.2265625	0.2276786	0.2142857	0.2154018	323265600	1996-11-25T15:00:00.000-05:00
849484800000	0.2154018	0.2276786	0.2131697	0.2243303	1012860800	1996-12-02T15:00:00.000-05:00
850089600000	0.2254464	0.2265625	0.2075893	0.2075893	682393600	1996-12-09T15:00:00.000-05:00
850694400000	0.2098214	0.2109375	0.1908482	0.2098214	1194883200	1996-12-16T15:00:00.000-05:00
851299200000	0.2142857	0.2165178	0.2042411	0.2064732	611800000	1996-12-23T15:00:00.000-05:00
851904000000	0.2064732	0.2075893	0.1852678	0.1941964	908376000	1996-12-30T15:00:00.000-05:00
852508800000	0.15736607	0.1640625	0.15401785	0.16294643	4760268800	1997-01-06T15:00:00.000-05:00
853113600000	0.16517857	0.16517857	0.1484375	0.14955357	1991068800	1997-01-13T15:00:00.000-05:00
853718400000	0.15066965	0.15625	0.14955357	0.15066965	1142702400	1997-01-20T15:00:00.000-05:00
854323200000	0.15290178	0.15401785	0.14732143	0.1484375	915868800	1997-01-27T15:00:00.000-05:00
854928000000	0.15066965	0.15178572	0.13504465	0.14118322	2110012800	1997-02-03T15:00:00.000-05:00
855532800000	0.14397322	0.14620535	0.13839285	0.1456475	934830400	1997-02-10T15:00:00.000-05:00
856137600000	0.1484375	0.15959822	0.14285715	0.14620535	945604800	1997-02-17T15:00:00.000-05:00
856742400000	0.14508928	0.15513393	0.14508928	0.14508928	583721600	1997-02-24T15:00:00.000-05:00
857347200000	0.14732143	0.15178572	0.14285715	0.14732143	516723200	1997-03-03T15:00:00.000-05:00
857952000000	0.1484375	0.14955357	0.14285715	0.14787965	604195200	1997-03-10T15:00:00.000-05:00
858556800000	0.14508928	0.15625	0.14174107	0.1484375	981556800	1997-03-17T15:00:00.000-05:00
859161600000	0.14732143	0.171875	0.14355465	0.16629465	1429523200	1997-03-24T15:00:00.000-05:00
859766400000	0.16629465	0.1752232	0.15401785	0.171875	2437041600	1997-03-31T15:00:00.000-05:00
860371200000	0.1763393	0.1774553	0.16183035	0.16294643	890624000	1997-04-07T16:00:00.000-04:00
860976000000	0.1640625	0.171875	0.16071428	0.1640625	695531200	1997-04-14T16:00:00.000-04:00
861580800000	0.16629465	0.16629465	0.15513393	0.15625	400612800	1997-04-21T16:00:00.000-04:00
862185600000	0.15848215	0.16071428	0.14955357	0.15178572	530488000	1997-04-28T16:00:00.000-04:00
862790400000	0.15178572	0.15625	0.14620535	0.15234393	567168000	1997-05-05T16:00:00.000-04:00
863395200000	0.15401785	0.16071428	0.15178572	0.15401785	689942400	1997-05-12T16:00:00.000-04:00
864000000000	0.15625	0.15736607	0.14732143	0.15066965	403132800	1997-05-19T16:00:00.000-04:00
864604800000	0.14955357	0.15625	0.14620535	0.1484375	458136000	1997-05-26T16:00:00.000-04:00
865209600000	0.15178572	0.15290178	0.14732143	0.14955357	304718400	1997-06-02T16:00:00.000-04:00
865814400000	0.14899572	0.15122785	0.140625	0.14118322	530017600	1997-06-09T16:00:00.000-04:00
866419200000	0.14174107	0.14732143	0.13727678	0.13895107	617120000	1997-06-16T16:00:00.000-04:00
867024000000	0.13839285	0.13950893	0.13058035	0.13113857	949267200	1997-06-23T16:00:00.000-04:00
867628800000	0.13169643	0.13169643	0.11607143	0.12221	1058601600	1997-06-30T16:00:00.000-04:00
868233600000	0.12444215	0.13839285	0.11383928	0.13560285	1656636800	1997-07-07T16:00:00.000-04:00
868838400000	0.13616072	0.16183035	0.1328125	0.154855	2339444800	1997-07-14T16:00:00.000-04:00
869443200000	0.15680822	0.15792428	0.13950893	0.14508928	1078996800	1997-07-21T16:00:00.000-04:00
870048000000	0.14676357	0.1713172	0.14508928	0.1713172	1301787200	1997-07-28T16:00:00.000-04:00
870652800000	0.1713172	0.2639511	0.1713172	0.2393975	10618529600	1997-08-04T16:00:00.000-04:00
871257600000	0.2349332	0.2360493	0.1824778	0.2075893	4496228800	1997-08-11T16:00:00.000-04:00
871862400000	0.2081475	0.2243303	0.203125	0.2109375	1318217600	1997-08-18T16:00:00.000-04:00
872467200000	0.2109375	0.2114957	0.1919643	0.1941964	760816000	1997-08-25T16:00:00.000-04:00
873072000000	0.1964286	0.2075893	0.1958707	0.1981028	729422400	1997-09-01T16:00:00.000-04:00
873676800000	0.1986607	0.2064732	0.1897322	0.1969868	931806400	1997-09-08T16:00:00.000-04:00
874281600000	0.1953125	0.2008928	0.1919643	0.1958707	581996800	1997-09-15T16:00:00.000-04:00
874886400000	0.1975447	0.2059153	0.1875	0.1902903	1055040000	1997-09-22T16:00:00.000-04:00
875491200000	0.1936386	0.1992189	0.1908482	0.1975447	735918400	1997-09-29T16:00:00.000-04:00
876096000000	0.1981028	0.203125	0.1891743	0.2025672	769160000	1997-10-06T16:00:00.000-04:00
876700800000	0.203125	0.2209822	0.1774553	0.1796875	2313169600	1997-10-13T16:00:00.000-04:00
877305600000	0.1796875	0.1802457	0.14732143	0.14787965	1613304000	1997-10-20T16:00:00.000-04:00
877910400000	0.14955357	0.16517857	0.14174107	0.15206465	1306300800	1997-10-27T15:00:00.000-05:00
878515200000	0.15680822	0.1785714	0.15234393	0.1763393	2094422400	1997-11-03T15:00:00.000-05:00
879120000000	0.1875	0.1919643	0.15625	0.16462072	2331347200	1997-11-10T15:00:00.000-05:00
879724800000	0.1685268	0.169085	0.15959822	0.16238857	657204800	1997-11-17T15:00:00.000-05:00
880329600000	0.15680822	0.16071428	0.15066965	0.15848215	464508800	1997-11-24T15:00:00.000-05:00
880934400000	0.15792428	0.16015643	0.13895107	0.14118322	1248217600	1997-12-01T15:00:00.000-05:00
881539200000	0.13895107	0.140625	0.12388393	0.12611607	989016000	1997-12-08T15:00:00.000-05:00
882144000000	0.12611607	0.1300225	0.11830357	0.12221	1009478400	1997-12-15T15:00:00.000-05:00
882748800000	0.12388393	0.125	0.11551357	0.11886178	824017600	1997-12-22T15:00:00.000-05:00
883353600000	0.11886178	0.14508928	0.11383928	0.14508928	1745172800	1997-12-29T15:00:00.000-05:00
883958400000	0.14732143	0.1785714	0.13169643	0.16238857	5166537600	1998-01-05T15:00:00.000-05:00
884563200000	0.15569215	0.1780136	0.15290178	0.1679689	2548145600	1998-01-12T15:00:00.000-05:00
885168000000	0.1702011	0.1763393	0.16573678	0.1741072	994660800	1998-01-19T15:00:00.000-05:00
885772800000	0.1735493	0.1757814	0.16294643	0.16350465	784123200	1998-01-26T15:00:00.000-05:00
886377600000	0.16517857	0.16685285	0.15513393	0.16517857	1650163200	1998-02-02T15:00:00.000-05:00
886982400000	0.1640625	0.1774553	0.1640625	0.1741072	1540100800	1998-02-09T15:00:00.000-05:00
887587200000	0.1741072	0.1869422	0.1741072	0.1785714	1402419200	1998-02-16T15:00:00.000-05:00
